sku,nombre,estado_actual,ruta_imagen_actual,ubicacion,notas
prod-00336,SHAMPOO JOHNSONS BABY MANZANIL,ok,imagenesmedimentos/reales/prod-00336.jpg,reales,
prod-00652,SHAMPOO PANTENE RESTAURA 400ML,ok,imagenesmedimentos/reales/prod-00652.jpg,reales,
prod-00347,SHAMPOO PANTENE SOBRE COLAGENO,ok,imagenesmedimentos/reales/prod-00347.jpg,reales,
prod-00789,SHAMPOO SAVITAL 510ML HIALURON,ok,imagenesmedimentos/reales/prod-00789.jpg,reales,
prod-00555,SHAMPOO SEDAL CERAMIDAS 340ML,ok,imagenesmedimentos/reales/prod-00555.webp,reales,
prod-00495,SHAMPOO TIO NACHO CONTROL CAS,sin_resolver,imagenesmedimentos/genericas/cuidado-personal.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00230,SYSTANE GEL GOTAS 10 ML,ok,imagenesmedimentos/reales/prod-00230.png,reales,
prod-00875,TOALLAS DESMAQUILLANTES POMYS,ok,imagenesmedimentos/reales/prod-00875.png,reales,
prod-00187,TOALLAS NOSOTRAS EXTRA PROTECC,corregida,imagenesmedimentos/reales/prod-00187.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00185,TOALLAS NOSOTRAS INVISIBLE CLA (26013.400),ok,imagenesmedimentos/reales/prod-00185.jpg,reales,
prod-00184,TOALLAS NOSOTRAS INVISIBLE CLA (2605.200),ok,imagenesmedimentos/reales/prod-00184.jpg,reales,
prod-00181,TOALLAS NOSOTRAS MATERNIDAD,ok,imagenesmedimentos/reales/prod-00181.webp,reales,
prod-00183,TOALLAS NOSOTRAS PLUS CANAGEL,ok,imagenesmedimentos/reales/prod-00183.jpg,reales,
prod-00161,TRIGENTAX CREMA TOPICA 20G,ok,imagenesmedimentos/reales/prod-00161.png,reales,
prod-00615,VITALIS CREMA TOPICA BETAMETAS,sin_resolver,imagenesmedimentos/genericas/cuidado-personal.svg,genericas,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00362,YODORA CLASICO CREMA 12G,sin_resolver,imagenesmedimentos/genericas/cuidado-personal.svg,genericas,"QA visual: imagen muestra desodorante en barra 2x50g, no crema de 12g; Fase 2: reemplazada desde fuente permitida (https://www.farmalisto.com.co/antitranspirantes/3501-comprar-desodorante-yodora-clasico-crema-caja-con-tubo-con-25-g-precio-7702057080075.html?srsltid=AfmBOorJUcMfnYR2e0K2ihWfOROfzruoPJHtz5mKPu7D_Z4fV1ATjHrY); QA2 tras Fase 2: sigue sin coincidir (Yodora 25g, no 12g); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00696,ACEITE DE COCO 100ML EXTRA VIR,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00235,ACICLOVIR 15G UNGUENTO AL 5%,ok,imagenesmedimentos/reales/prod-00235.jpg,reales,
prod-00092,ACICLOVIR 5% UNGUENTO TOPICO,ok,imagenesmedimentos/reales/prod-00092.png,reales,
prod-00096,ACICLOVIR 800 MG 10 TABLETAS LA SANTE,ok,imagenesmedimentos/reales/prod-00096.png,reales,
prod-00573,ACID MANTLE BABY 100G,ok,imagenesmedimentos/reales/prod-00573.jpg,reales,
prod-00572,ACID MANTLE BABY 30G,ok,imagenesmedimentos/reales/prod-00572.jpg,reales,
prod-00867,ACID MANTLE PRO B5 NOCTURNA,corregida,imagenesmedimentos/reales/prod-00867.jpg,reales,"QA visual: imagen muestra locion corporal diurna, el producto nocturno es solo un regalo; Fase 2: reemplazada desde fuente permitida (https://www.locatelcolombia.com/7702123013617-locion-facial-acid-mantle-pro-b5-noche-x-50ml/p)"
prod-00176,ACIDO FOLICO 1MG 60 TABLETAS,ok,imagenesmedimentos/reales/prod-00176.jpg,reales,
prod-00791,ACONDI SAVITAL 490ML FUSION PR,corregida,imagenesmedimentos/reales/prod-00791.jpg,reales,"QA visual: imagen muestra variante Restauracion Profunda/Serum Aminoacidos, no Fusion Proteinas; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/276550695-acondicionador-savital-fusion-de-proteinas-y-sabila-x-490-ml); QA2 tras Fase 2: sigue sin coincidir (variante Jojoba/Argan/Sabila, no Fusion Proteinas); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00783,ACONDI SAVITAL SOBRE COMP HIAL,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen muestra tarro de tratamiento, no sobre/sachet como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/294400463-tratamiento-savital-complejo-hialuronico-frasco-x-425-ml); QA2 tras Fase 2: sigue sin coincidir (tarro tratamiento capilar, no sobre acondicionador); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes"
prod-00772,ACONDICI PANTENE CONTROL CAIDA,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes"
prod-00348,ACONDICIONADOR PANTENE SOBRE REPARACION,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00556,ACONDICIONADOR SEDAL 340ML,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen muestra Sedal Glycol+VitaC 640ml, producto es Ceramidas 340ml; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/233600613-acondicionador-sedal-luminous-uv-x-340-ml); QA2 tras Fase 2: sigue sin coincidir (variante Glycol+VitaC, no Ceramidas; volumen distinto); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00236,ACTIVA 21 GRAGEAS,ok,imagenesmedimentos/reales/prod-00236.jpg,reales,
prod-00498,ADHESIVA COREGA SIN SABOR 20G,ok,imagenesmedimentos/reales/prod-00498.jpg,reales,
prod-00193,AGUA BRISA 600 ML,ok,imagenesmedimentos/reales/prod-00193.jpg,reales,
prod-00650,AGUA MICELAR GARNIER 100ML,ok,imagenesmedimentos/reales/prod-00650.png,reales,
prod-00265,ALBENDAZOL 200MG MK,ok,imagenesmedimentos/reales/prod-00265.png,reales,
prod-00551,ALGODON MK POMOS BOLSA 40G,ok,imagenesmedimentos/reales/prod-00551.jpg,reales,
prod-00464,AMLODIPINO 5MG - 10 TABL COASP,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen muestra Amlodipino 10mg marca Colmed, producto es 5mg marca Coasp; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/212000205-amlodipino-5mg-colmed---caja-x-10-tabletas); QA2 tras Fase 2: sigue sin coincidir (marca Colmed, no Coaspharma); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00465,AMLODIPINO 5MG GENFAR 10 TABLE,ok,imagenesmedimentos/reales/prod-00465.webp,reales,
prod-00467,AMLODIPINO 5MG LAPROFF,ok,imagenesmedimentos/reales/prod-00467.jpg,reales,
prod-00243,AMTRIPTILINA 25 MG AG,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00858,ANGIOVAN CILOSTAZOL 50MG TECNO,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00052,APRONAX 550 MG BLISTER X4,corregida,imagenesmedimentos/reales/prod-00052.jpg,reales,"QA visual: imagen muestra caja de 60 tabletas, producto es blister x4; Fase 2: reemplazada desde fuente permitida (https://www.cruzverde.com.co/apronax-550mg-blister-x-4-tabletas-recubiertas/COCV_111209.html); QA2 tras Fase 2: sigue sin coincidir (caja 60 tabletas, no blister x4); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes, incl. Tu Drogueria Virtual): confirmada por QA visual"
prod-00073,B VIT HT 3 JERINGAS,ok,imagenesmedimentos/reales/prod-00073.jpg,reales,
prod-00704,BALSAMO LAB VOGUE PROTE LABIOS,ok,imagenesmedimentos/reales/prod-00704.webp,reales,
prod-00697,BASE LIQUIDA NAILEN SURTIDA,ok,imagenesmedimentos/reales/prod-00697.jpg,reales,
prod-00470,BETALOC ZOK 25MG METROPROLOL,ok,imagenesmedimentos/reales/prod-00470.jpg,reales,
prod-00268,BETAMETASONA 8MG,ok,imagenesmedimentos/reales/prod-00268.jpg,reales,
prod-00534,BIO OIL 60ML ACEITE PARA CUIDADO DE ´PIEL,ok,imagenesmedimentos/reales/prod-00534.jpg,reales,
prod-00206,BION 3 - 60 TABLETAS OFERTA,ok,imagenesmedimentos/reales/prod-00206.jpg,reales,
prod-00430,BLOQUEADOR SUNDARK NIÑOS SOBRE,ok,imagenesmedimentos/reales/prod-00430.jpg,reales,
prod-00431,BLOQUEADOR SUNDARK SPF 60G,ok,imagenesmedimentos/reales/prod-00431.jpg,reales,
prod-00001,BOLSA,ok,imagenesmedimentos/reales/prod-00001.jpg,reales,
prod-00123,BONFIEST LUA PLUS 32 SOBRES,ok,imagenesmedimentos/reales/prod-00123.jpg,reales,
prod-00071,BOTANITAS MELENA DE LEON GLICINATO DE MAGNESIO 250G,ok,imagenesmedimentos/reales/prod-00071.jpg,reales,
prod-00415,BRONQUISOL FLEMA NIÑOS JGB 120,ok,imagenesmedimentos/reales/prod-00415.jpg,reales,
prod-00237,CALADRYL CLEAR 100ML,ok,imagenesmedimentos/reales/prod-00237.jpg,reales,
prod-00081,CALTRATE D 600+,ok,imagenesmedimentos/reales/prod-00081.webp,reales,
prod-00412,CATETER 18G INTRAVENOSO,ok,imagenesmedimentos/reales/prod-00412.png,reales,
prod-00413,CATETER 20G INTRAVENOSO,ok,imagenesmedimentos/reales/prod-00413.png,reales,
prod-00414,CATETER 22G INTRAVENOSO,ok,imagenesmedimentos/reales/prod-00414.jpg,reales,
prod-00378,CATETER INTRAVENOSO 24 ALFASAF,ok,imagenesmedimentos/reales/prod-00378.jpg,reales,
prod-00143,CELECOXIB 100 MG SANFER,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen muestra marca MK, producto especifica marca Sanfer; Fase 2: reemplazada desde fuente permitida (https://www.cruzverde.com.co/celecoxib-100mg-caja-x-20-capsulas/COCV_64240.html); QA2 tras Fase 2: sigue sin coincidir (marca MK, no Sanfer); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00775,CEPILLO DENTAL NIÑOS SONRIDENT,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00507,CETIRIZINA 10MG AG 10 TABLETAS,ok,imagenesmedimentos/reales/prod-00507.jpg,reales,
prod-00520,CETIRIZINA 10MG LA SANTE 10 TA,ok,imagenesmedimentos/reales/prod-00520.png,reales,
prod-00688,CITRATO DE POTASIO PREMIUM D3,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00256,CLORFERAMINA JARABE 2MG,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00070,CLORURO DE MAGNESIO 50 CAPSULA,ok,imagenesmedimentos/reales/prod-00070.jpg,reales,
prod-00886,COLAGENO+BIOTINA PHARBIO X30,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen muestra marca Pharmalight con Vitamina E, no marca Pharbio; Fase 2: reemplazada desde fuente permitida (https://www.larebajavirtual.com/colageno-200-mg-biotina-900-mcg-156130/p?srsltid=AfmBOoo3VPRGsjYuwmKSsk8IHU_bTGEUDNjiu9NjoRYhOM2q4ruqxApR); QA2 tras Fase 2: sigue sin coincidir (marca SensoLife, no Pharbio); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00887,COLAGENO+BIOTINA PHARBIO X60,ok,imagenesmedimentos/reales/prod-00887.jpg,reales,
prod-00478,COLONIA ARRURRU ORIGINAL AZUL 400ML,ok,imagenesmedimentos/reales/prod-00478.webp,reales,
prod-00477,COLONIA ARRURRU ORIGINAL ROSAD,corregida,imagenesmedimentos/reales/prod-00477.jpg,reales,Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/cuidado-del-bebe/32034-colonia-arrurru-original-rosada-60-ml-7702277677239.html?srsltid=AfmBOookeLgRF1k1TJCJKQGbU3Z8h6XJ1Y_QLeOkZeqFU1xV7BwWS_8x)
prod-00021,CONGESTEX CAPSULAS 60 CAPSULA,ok,imagenesmedimentos/reales/prod-00021.png,reales,
prod-00833,CONO BOCATTO FRESA,ok,imagenesmedimentos/reales/prod-00833.jpg,reales,
prod-00632,COPITO COTTON SWABS,ok,imagenesmedimentos/reales/prod-00632.jpg,reales,
prod-00894,CYCLOFEM AMPOLLA,ok,imagenesmedimentos/reales/prod-00894.png,reales,
prod-00251,DAYAMINERAL FE JARABE 240ML,ok,imagenesmedimentos/reales/prod-00251.png,reales,
prod-00056,DICLOXACILINA 500 MG 50 CAPSUL,ok,imagenesmedimentos/reales/prod-00056.jpg,reales,
prod-00424,DIHIDROCODEINA AG 120ML JARABE,ok,imagenesmedimentos/reales/prod-00424.webp,reales,
prod-00407,DIHIDROCODEINA BITARTRATO 120M,ok,imagenesmedimentos/reales/prod-00407.jpg,reales,
prod-00903,DIOSMINA HESPERIDINA MK 500,ok,imagenesmedimentos/reales/prod-00903.webp,reales,
prod-00282,DOXICILINA 100MF X10 COMPRIMID,ok,imagenesmedimentos/reales/prod-00282.jpg,reales,
prod-00856,DULCOLAX BISACODILO 10 GRAGEAS,corregida,imagenesmedimentos/reales/prod-00856.webp,reales,"QA visual: imagen muestra caja de 20 grageas, producto es de 10; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1003509-dulcolax-5-mg-x-10-grageas)"
prod-00079,DUODART 0.5MG/0.4MG,ok,imagenesmedimentos/reales/prod-00079.png,reales,
prod-00810,EMULSION DE SCOTT 360ML,ok,imagenesmedimentos/reales/prod-00810.jpg,reales,
prod-00811,EMULSION SCOTT 180ML,ok,imagenesmedimentos/reales/prod-00811.jpg,reales,
prod-00445,ENEMA TRAVAD 133ML,ok,imagenesmedimentos/reales/prod-00445.png,reales,
prod-00471,ESPIRONOLACTONA 25MG LAPROFF,ok,imagenesmedimentos/reales/prod-00471.jpg,reales,
prod-00068,EVALAX POLVO SOBRE 17 G,ok,imagenesmedimentos/reales/prod-00068.jpg,reales,
prod-00318,FEMDUO 10 OVULOS VAGINALES,ok,imagenesmedimentos/reales/prod-00318.jpg,reales,
prod-00111,FENCAFEN 20 TABLETAS,ok,imagenesmedimentos/reales/prod-00111.jpg,reales,
prod-00549,FEXOFENADINA 120G TABL HETERO,ok,imagenesmedimentos/reales/prod-00549.jpg,reales,
prod-00509,FEXOFENADINA 120MG AG 10 TABLE,ok,imagenesmedimentos/reales/prod-00509.webp,reales,
prod-00426,FEXOFENADINA 180MG ECAR,ok,imagenesmedimentos/reales/prod-00426.jpg,reales,
prod-00589,FEXOFENADINA JARABE 150ML ECAR,ok,imagenesmedimentos/reales/prod-00589.jpg,reales,
prod-00273,FLORATIL 250 MG,ok,imagenesmedimentos/reales/prod-00273.png,reales,
prod-00150,FLUCONAZOL 150MG ICOM,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00151,FLUCONAZOL 200 MG,ok,imagenesmedimentos/reales/prod-00151.jpg,reales,
prod-00297,FLUOXETINA 20MG AG,ok,imagenesmedimentos/reales/prod-00297.png,reales,
prod-00569,FLUOXETINA 20MG COASPHAR 14TAB,ok,imagenesmedimentos/reales/prod-00569.png,reales,
prod-00675,GALLETA FESTIVAL SURTIDAS 6UNI,ok,imagenesmedimentos/reales/prod-00675.png,reales,
prod-00836,GALLETA HELADO VAINILLA PASAS,ok,imagenesmedimentos/reales/prod-00836.png,reales,
prod-00191,GATORADE FRUTAS TROPICAL 500ML,ok,imagenesmedimentos/reales/prod-00191.png,reales,
prod-00328,GENTAMICINA 1 AMPOLLA,ok,imagenesmedimentos/reales/prod-00328.jpg,reales,
prod-00893,GENTAMICINA SOLUCION OPTICA5ML,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra frasco de 10 mL, producto declarado es de 5 mL; Fase 2: reemplazada desde fuente permitida (https://www.larebajavirtual.com/gentamicina-oftalmica-la-sante-47343/p?srsltid=AfmBOooxCNEiHKVuoeZl2DYd0ECkmxExHKyvHClRAeDUbZHMRbrlIMUM); QA2 tras Fase 2: sigue sin coincidir (frasco muestra 10ml, no 5ml); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00613,GLUCERNA HMB 220ML 3 EN 1 VAIN,ok,imagenesmedimentos/reales/prod-00613.jpg,reales,
prod-00666,GOL 31G,ok,imagenesmedimentos/reales/prod-00666.jpg,reales,
prod-00593,GOMAS GUMIVIT BOLSA 4 GOMAS,ok,imagenesmedimentos/reales/prod-00593.jpg,reales,
prod-00272,GORRO TIPO ORUGA AZUL,ok,imagenesmedimentos/reales/prod-00272.jpg,reales,
prod-00720,HEMOCYTON JARABE TECNOQUIMICAS,corregida,imagenesmedimentos/reales/prod-00720.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 (dominios ampliados, ronda pre-nuevos-dominios): reemplazada y confirmada por QA visual"
prod-00289,HEPATODREN TRIPLE ACCION CAPSU,ok,imagenesmedimentos/reales/prod-00289.jpg,reales,
prod-00291,HEPATODREN TRIPLE ACCION JARAB,ok,imagenesmedimentos/reales/prod-00291.jpg,reales,
prod-00759,HIDRAHIALURONICO NOCTURNA 200G,ok,imagenesmedimentos/reales/prod-00759.jpg,reales,
prod-00820,HIDRAPLUS 75 ZINC 400ML MANZAN,ok,imagenesmedimentos/reales/prod-00820.jpg,reales,
prod-00144,HIDROCLOROTIAZIDA 12.5MG,ok,imagenesmedimentos/reales/prod-00144.png,reales,
prod-00278,HIDROXIDO ALUMINIO - HIDROXIDO DE MAGNESIO 360ML,ok,imagenesmedimentos/reales/prod-00278.jpg,reales,
prod-00529,HIOSCINA 10MG LAPROFF,ok,imagenesmedimentos/reales/prod-00529.jpg,reales,OJO: script.js fuerza la imagen 'imagenesmedimentos/buscapnacompositum.jpg' para este SKU sin importar productos.json
prod-00733,IGORA 1-1 NEGRO AZUL+OXIGENTA,ok,imagenesmedimentos/reales/prod-00733.jpg,reales,
prod-00324,INHALOCAMARA ADULTO PROTEX,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/equipos-medicos/29386-inhalocamara-para-traqueostomia-trudell-12809875.html?srsltid=AfmBOopWkWVT_DNS5Cx1n5DQeFA9QppoM3hyW2Kt96oLmX1zencv1Xmg); QA2 tras Fase 2: sigue sin coincidir (marca AeroTrach Plus, no Protex); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00315,INHALOCAMARA PEDIATRICA MASCAR,ok,imagenesmedimentos/reales/prod-00315.jpg,reales,
prod-00227,"IVERMECTINA 0,6% SOLUCION ORAL",ok,imagenesmedimentos/reales/prod-00227.webp,reales,
prod-00307,KETOTIFENO 1MG JARABE 100ML,ok,imagenesmedimentos/reales/prod-00307.jpg,reales,
prod-00197,KOLA GRANULADA FRESA 135G,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Tarrito Rojo sabor Tradicional, producto es sabor Fresa; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/vitaminas-smart-nutrition/7039-comprar-en-cafam-tarrito-rojo-frasco-sabor-fresa-con-135-g-precio-7702560026232.html?srsltid=AfmBOoqk7jpzQb1RIvNEasBoXH7YlMOaEvQxFKm1rMNQ2Lrd3fi0f4sM); QA2 tras Fase 2: sigue sin coincidir (sabor tradicional, no fresa); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00198,KOLA GRANULADA FRESA 380G,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Tarrito Rojo sabor Tradicional, producto es sabor Fresa; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/vitaminas-smart-nutrition/5978-comprar-en-cafam-tarrito-rojo-sabor-fresa-frasco-con-380-g-precio-7702560026089.html?srsltid=AfmBOorxPdxGcops4uadKJcdR1tXhqKPKNUKkfertDgBSFMMfVNu_fM1); QA2 tras Fase 2: sigue sin coincidir (sabor tradicional, no fresa); imagen descartada movida a _descartadas_qa2/; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00196,KOLA GRANULADA TRADICIONAL135G,corregida,imagenesmedimentos/reales/prod-00196.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00097,LAGRIMAS ARTIFICIALES 5 MG/ML,ok,imagenesmedimentos/reales/prod-00097.png,reales,
prod-00379,LECHE DE MAGNESIA PHILLIPS 120,ok,imagenesmedimentos/reales/prod-00379.webp,reales,
prod-00435,LECHE KLIM NESTLE 1+ 500G,ok,imagenesmedimentos/reales/prod-00435.jpg,reales,
prod-00522,LEVOCETIRIZINA 5MG 10 TB LA SA,ok,imagenesmedimentos/reales/prod-00522.jpg,reales,
prod-00005,LEVOFLAXACINA TABL 500 MG MK,corregida,imagenesmedimentos/reales/prod-00005.jpg,reales,Fase 2: reemplazada desde fuente permitida (https://www.farmaciaspasteur.com.co/salud-y-medicamentos-medicamentos-formulados--levofloxacina-mk-tabletas-500-mg-213448/p?srsltid=AfmBOorHe042IXmfWdswtY2jzd8oHWQZrGEPbukc1bv0SFMVxut5hDU2)
prod-00319,LEVOTIROXINA SODICA 100MCG,ok,imagenesmedimentos/reales/prod-00319.jpg,reales,
prod-00086,LIDOCAINA HCI 2% JALEA ESTERIL 30 G,ok,imagenesmedimentos/reales/prod-00086.jpg,reales,
prod-00204,LISTERINE CUIDADO TOTAL 180ML,ok,imagenesmedimentos/reales/prod-00204.png,reales,
prod-00606,LOPERAMIDA ECAR 6 TABLETAS,ok,imagenesmedimentos/reales/prod-00606.jpg,reales,
prod-00223,LOXONIN 60MG,ok,imagenesmedimentos/reales/prod-00223.webp,reales,
prod-00504,LUBRICANTE INTIMAZUL SACHET,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: producto es sachet, foto muestra un frasco/tubo de 60mL; Fase 2: sin coincidencia confiable en fuentes permitidas; archivo viejo movido a C:\Users\lenovo\Desktop\proyectohuevo\imagenesmedimentos\reales\_revisar_manual\prod-00504.png; QA visual (candidato pre-nuevos-dominios): sigue sin coincidir, va a cola de reintento con nuevas fuentes"
